Date,Open,High,Low,Close,Adj Close,Volume
2010-04-05,17220.000000,17400.000000,17140.000000,17400.000000,13319.247070,15201700
2010-04-06,17480.000000,17500.000000,17220.000000,17380.000000,13303.933594,16494250
2010-04-07,17300.000000,17380.000000,17040.000000,17180.000000,13150.842773,19418550
2010-04-08,17140.000000,17260.000000,17060.000000,17260.000000,13212.079102,13447700
2010-04-09,17280.000000,17320.000000,16960.000000,17120.000000,13104.909180,13757650
2010-04-12,17180.000000,17200.000000,16540.000000,16600.000000,12706.864258,24897000
2010-04-13,16680.000000,16680.000000,16300.000000,16560.000000,12676.247070,20446350
2010-04-14,16700.000000,16940.000000,16660.000000,16900.000000,12936.510742,15369350
2010-04-15,17240.000000,17240.000000,16880.000000,17100.000000,13089.603516,18248400
2010-04-16,17100.000000,17160.000000,16820.000000,16960.000000,12982.437500,11003100
2010-04-19,16740.000000,16800.000000,16520.000000,16540.000000,12660.939453,12357100
2010-04-20,16540.000000,16640.000000,16420.000000,16560.000000,12676.247070,13571500
2010-04-21,16760.000000,17060.000000,16700.000000,17040.000000,13043.674805,13200200
2010-04-22,16980.000000,16980.000000,16660.000000,16820.000000,12875.269531,17161750
2010-04-23,16960.000000,16960.000000,16560.000000,16600.000000,12706.864258,15442000
2010-04-26,16700.000000,16840.000000,16600.000000,16680.000000,12768.107422,13009350
2010-04-27,16620.000000,16760.000000,16540.000000,16700.000000,12783.415039,13040500
2010-04-28,16400.000000,16500.000000,16360.000000,16500.000000,12630.318359,16007500
2010-04-29,16600.000000,16620.000000,16320.000000,16500.000000,12630.318359,11337150
2010-04-30,16560.000000,17040.000000,16540.000000,16980.000000,12997.749023,22710850
2010-05-03,16900.000000,16900.000000,16540.000000,16580.000000,12691.559570,14553900
2010-05-04,16800.000000,16860.000000,16600.000000,16680.000000,12768.107422,9138450
2010-05-06,16340.000000,16380.000000,16200.000000,16280.000000,12461.916016,22570150
2010-05-07,15960.000000,15980.000000,15760.000000,15880.000000,12155.728516,37887000
2010-05-10,16000.000000,16100.000000,15940.000000,16060.000000,12293.511719,16435550
2010-05-11,16240.000000,16240.000000,15820.000000,15820.000000,12109.799805,22498000
2010-05-12,15940.000000,15960.000000,15640.000000,15780.000000,12079.178711,15759500
2010-05-13,15960.000000,16400.000000,15940.000000,16260.000000,12446.605469,15900650
2010-05-14,16120.000000,16240.000000,15980.000000,16200.000000,12400.677734,14674300
2010-05-17,15960.000000,15980.000000,15560.000000,15680.000000,12002.628906,26460950
2010-05-18,15800.000000,15900.000000,15680.000000,15840.000000,12125.109375,18143800
2010-05-19,15700.000000,15700.000000,15380.000000,15460.000000,11834.226563,17987050
2010-05-20,15300.000000,15440.000000,15100.000000,15120.000000,11573.965820,19772500
2010-05-24,14940.000000,15280.000000,14880.000000,15160.000000,11604.585938,17704300
2010-05-25,15000.000000,15120.000000,14720.000000,14820.000000,11344.325195,25489550
2010-05-26,15200.000000,15380.000000,14900.000000,15000.000000,11482.107422,22943950
2010-05-27,14880.000000,15500.000000,14820.000000,15440.000000,11818.916992,22173500
2010-05-28,15740.000000,15740.000000,15340.000000,15560.000000,11910.771484,22448950
2010-05-31,15440.000000,15620.000000,15360.000000,15520.000000,11880.156250,12774650
2010-06-01,15520.000000,15580.000000,15300.000000,15360.000000,11757.678711,11382350
2010-06-03,15600.000000,15680.000000,15480.000000,15540.000000,11895.464844,14649400
2010-06-04,15500.000000,15940.000000,15480.000000,15860.000000,12140.416992,12598850
2010-06-07,15580.000000,15740.000000,15540.000000,15740.000000,12048.557617,15161550
2010-06-08,15700.000000,15960.000000,15520.000000,15700.000000,12017.941406,14499800
2010-06-09,15840.000000,15840.000000,15320.000000,15400.000000,11788.300781,17914950
2010-06-10,15540.000000,15600.000000,15420.000000,15460.000000,11834.226563,17769350
2010-06-11,15700.000000,15940.000000,15660.000000,15940.000000,12201.655273,18283050
2010-06-14,15820.000000,16180.000000,15820.000000,16140.000000,12354.749023,12094650
2010-06-15,16200.000000,16200.000000,15960.000000,15960.000000,12216.964844,9528550
2010-06-16,16300.000000,16440.000000,16180.000000,16380.000000,12538.465820,18823500
2010-06-17,16240.000000,16340.000000,16200.000000,16340.000000,12507.842773,11648800
2010-06-18,16500.000000,16500.000000,16240.000000,16440.000000,12584.391602,9579500
2010-06-21,16600.000000,16780.000000,16500.000000,16600.000000,12706.864258,14230700
2010-06-22,16540.000000,16540.000000,16260.000000,16320.000000,12492.535156,14794100
2010-06-23,16220.000000,16220.000000,16000.000000,16100.000000,12324.129883,17489950
2010-06-24,16160.000000,16460.000000,16100.000000,16400.000000,12553.773438,14152200
2010-06-25,16180.000000,16200.000000,16040.000000,16100.000000,12324.129883,16982600
2010-06-28,16100.000000,16160.000000,15920.000000,15920.000000,12186.345703,13026700
2010-06-29,16020.000000,16080.000000,15740.000000,15840.000000,12201.752930,12560000
2010-06-30,15400.000000,15600.000000,15400.000000,15480.000000,11924.438477,26708450
2010-07-01,15580.000000,15600.000000,15200.000000,15320.000000,11801.188477,22206400
2010-07-02,15400.000000,15480.000000,15260.000000,15340.000000,11816.598633,11641100
2010-07-05,15260.000000,15400.000000,15220.000000,15340.000000,11816.598633,9995600
2010-07-06,15240.000000,15500.000000,15100.000000,15500.000000,11939.846680,17879550
2010-07-07,15600.000000,15620.000000,15300.000000,15380.000000,11847.408203,16180150
2010-07-08,15660.000000,15680.000000,15400.000000,15500.000000,11939.846680,14752850
2010-07-09,15580.000000,15920.000000,15460.000000,15920.000000,12263.375977,18605950
2010-07-12,15980.000000,16040.000000,15840.000000,16040.000000,12355.813477,12597450
2010-07-13,15960.000000,16160.000000,15880.000000,15920.000000,12263.375977,15339650
2010-07-14,16260.000000,16560.000000,16260.000000,16480.000000,12694.749023,33184600
2010-07-15,16500.000000,16500.000000,16360.000000,16400.000000,12633.126953,16063950
2010-07-16,16320.000000,16400.000000,16040.000000,16040.000000,12355.813477,16933400
2010-07-19,15720.000000,15980.000000,15720.000000,15900.000000,12247.968750,14586800
2010-07-20,15900.000000,16040.000000,15720.000000,15960.000000,12294.192383,11578400
2010-07-21,16340.000000,16360.000000,16120.000000,16340.000000,12586.905273,16558800
2010-07-22,16240.000000,16340.000000,16020.000000,16160.000000,12448.251953,15439550
2010-07-23,16300.000000,16340.000000,16140.000000,16220.000000,12494.469727,14112800
2010-07-26,16260.000000,16400.000000,16180.000000,16360.000000,12602.312500,10617450
2010-07-27,16480.000000,16600.000000,16420.000000,16580.000000,12771.781250,19088350
2010-07-28,16640.000000,16800.000000,16620.000000,16740.000000,12895.033203,23248200
2010-07-29,16780.000000,16800.000000,16480.000000,16540.000000,12740.971680,14865300
2010-07-30,16440.000000,16540.000000,16200.000000,16200.000000,12479.063477,16399000
2010-08-02,16340.000000,16360.000000,16200.000000,16200.000000,12479.063477,12455050
2010-08-03,16400.000000,16440.000000,16300.000000,16300.000000,12556.096680,13105950
2010-08-04,16340.000000,16360.000000,16120.000000,16120.000000,12417.436523,10616650
2010-08-05,16220.000000,16360.000000,16060.000000,16080.000000,12386.629883,14028550
2010-08-06,16200.000000,16200.000000,15980.000000,16020.000000,12340.408203,12296750
2010-08-09,15980.000000,16040.000000,15960.000000,16040.000000,12355.813477,9138150
2010-08-10,16000.000000,16080.000000,15820.000000,15860.000000,12217.161133,14060850
2010-08-11,15680.000000,15780.000000,15540.000000,15580.000000,12001.470703,17957900
2010-08-12,15360.000000,15540.000000,15300.000000,15320.000000,11801.188477,21360650
2010-08-13,15400.000000,15640.000000,15340.000000,15620.000000,12032.283203,14274900
2010-08-16,15460.000000,15660.000000,15340.000000,15640.000000,12047.686523,10280000
2010-08-17,15540.000000,15660.000000,15420.000000,15640.000000,12047.686523,14476450
2010-08-18,15680.000000,15700.000000,15480.000000,15560.000000,11986.065430,11715900
2010-08-19,15580.000000,15780.000000,15540.000000,15780.000000,12155.535156,12179900
2010-08-20,15600.000000,15720.000000,15540.000000,15680.000000,12078.500977,12330600
2010-08-23,15720.000000,15820.000000,15640.000000,15800.000000,12170.937500,9081550
2010-08-24,15700.000000,15720.000000,15500.000000,15660.000000,12063.097656,11365400
2010-08-25,15520.000000,15560.000000,15440.000000,15440.000000,11893.625977,9263250
2010-08-26,15440.000000,15660.000000,15400.000000,15460.000000,11909.029297,10440100
2010-08-27,15300.000000,15440.000000,15300.000000,15320.000000,11801.188477,12748200
2010-08-30,15500.000000,15560.000000,15440.000000,15520.000000,11955.250977,6984450
2010-08-31,15320.000000,15440.000000,15120.000000,15120.000000,11647.125977,22051950
2010-09-01,15240.000000,15260.000000,15000.000000,15040.000000,11585.502930,19451700
2010-09-02,15200.000000,15240.000000,14980.000000,15180.000000,11693.346680,18271500
2010-09-03,15220.000000,15280.000000,15120.000000,15220.000000,11724.157227,22082500
2010-09-06,15440.000000,15600.000000,15360.000000,15600.000000,12016.876953,19708650
2010-09-07,15660.000000,15800.000000,15500.000000,15760.000000,12140.126953,16036000
2010-09-08,15520.000000,15620.000000,15420.000000,15420.000000,11878.222656,10954600
2010-09-09,15340.000000,15480.000000,15120.000000,15120.000000,11647.125977,30825400
2010-09-10,15200.000000,15440.000000,15140.000000,15320.000000,11801.188477,13989000
2010-09-13,15400.000000,15520.000000,15320.000000,15400.000000,11862.815430,11741050
2010-09-14,15500.000000,15620.000000,15200.000000,15200.000000,11708.752930,18559950
2010-09-15,15260.000000,15340.000000,15020.000000,15140.000000,11662.534180,19441850
2010-09-16,15080.000000,15260.000000,15080.000000,15140.000000,11662.534180,11734100
2010-09-17,15240.000000,15560.000000,15160.000000,15460.000000,11909.029297,22369300
2010-09-20,15480.000000,15600.000000,15400.000000,15600.000000,12016.876953,14807550
2010-09-24,15580.000000,15600.000000,15160.000000,15240.000000,11739.566406,32766800
2010-09-27,15300.000000,15360.000000,15040.000000,15100.000000,11631.721680,25107150
2010-09-28,15100.000000,15120.000000,14900.000000,14900.000000,11477.657227,23315700
2010-09-29,15060.000000,15500.000000,15000.000000,15440.000000,11893.625977,35348050
2010-09-30,15440.000000,15580.000000,15340.000000,15540.000000,11970.655273,16855500
2010-10-01,15440.000000,15560.000000,15380.000000,15540.000000,11970.655273,14805750
2010-10-04,15600.000000,15620.000000,15480.000000,15600.000000,12016.876953,12835350
2010-10-05,15440.000000,15580.000000,15420.000000,15460.000000,11909.029297,14300150
2010-10-06,15560.000000,15880.000000,15520.000000,15860.000000,12217.161133,23555150
2010-10-07,15580.000000,15660.000000,15380.000000,15400.000000,11862.815430,25542150
2010-10-08,15260.000000,15320.000000,15060.000000,15160.000000,11677.938477,27125750
2010-10-11,15240.000000,15260.000000,15060.000000,15060.000000,11600.906250,18784450
2010-10-12,15040.000000,15120.000000,14920.000000,14920.000000,11493.066406,18391350
2010-10-13,15040.000000,15040.000000,14860.000000,14880.000000,11462.250000,20414700
2010-10-14,15060.000000,15060.000000,14840.000000,15000.000000,11554.690430,26710000
2010-10-15,15000.000000,15120.000000,14900.000000,15080.000000,11616.313477,24686150
2010-10-18,15140.000000,15240.000000,14960.000000,15020.000000,11570.090820,13804400
2010-10-19,15000.000000,15020.000000,14820.000000,14820.000000,11416.032227,19450000
2010-10-20,14800.000000,14980.000000,14700.000000,14900.000000,11477.657227,18474100
2010-10-21,14900.000000,15300.000000,14820.000000,15300.000000,11785.785156,28370400
2010-10-22,15460.000000,15540.000000,15340.000000,15540.000000,11970.655273,20425550
2010-10-25,15460.000000,15580.000000,15340.000000,15420.000000,11878.222656,12353450
2010-10-26,15360.000000,15420.000000,15160.000000,15260.000000,11754.967773,15629050
2010-10-27,15160.000000,15300.000000,15020.000000,15060.000000,11600.906250,16732750
2010-10-28,15200.000000,15300.000000,15060.000000,15280.000000,11770.376953,14631600
2010-10-29,15280.000000,15300.000000,14900.000000,14900.000000,11477.657227,23060950
2010-11-01,15060.000000,15060.000000,14860.000000,14940.000000,11508.469727,14837800
2010-11-02,14940.000000,14960.000000,14740.000000,14800.000000,11400.626953,16536700
2010-11-03,14800.000000,14980.000000,14780.000000,14800.000000,11400.626953,17874950
2010-11-04,14940.000000,15280.000000,14900.000000,15260.000000,11754.967773,27312500
2010-11-05,15600.000000,15800.000000,15500.000000,15520.000000,11955.250977,35165050
2010-11-08,15700.000000,15760.000000,15520.000000,15560.000000,11986.065430,13961400
2010-11-09,15680.000000,15680.000000,15340.000000,15480.000000,11924.438477,12801650
2010-11-10,15600.000000,15800.000000,15500.000000,15800.000000,12170.937500,21088000
2010-11-11,15860.000000,15980.000000,15340.000000,15340.000000,11816.598633,44525300
2010-11-12,15680.000000,15800.000000,15460.000000,15560.000000,11986.065430,28325650
2010-11-15,15720.000000,16300.000000,15700.000000,16160.000000,12448.251953,35892450
2010-11-16,16280.000000,16400.000000,16000.000000,16220.000000,12494.469727,29475050
2010-11-17,16020.000000,16080.000000,15900.000000,15900.000000,12247.968750,17123100
2010-11-18,15940.000000,16100.000000,15860.000000,15980.000000,12309.593750,13296000
2010-11-19,16160.000000,16380.000000,16000.000000,16360.000000,12602.312500,19355150
2010-11-22,16400.000000,16960.000000,16360.000000,16960.000000,13064.500977,36057400
2010-11-23,17000.000000,17020.000000,16680.000000,16800.000000,12941.251953,18280200
2010-11-24,16520.000000,17040.000000,16500.000000,17020.000000,13110.721680,31792000
2010-11-25,17060.000000,17060.000000,16760.000000,16900.000000,13018.283203,18359500
2010-11-26,16960.000000,16980.000000,16640.000000,16740.000000,12895.033203,15679300
2010-11-29,16700.000000,16920.000000,16620.000000,16720.000000,12879.624023,15401050
2010-11-30,16640.000000,16920.000000,16520.000000,16520.000000,12725.563477,21205500
2010-12-01,16480.000000,16560.000000,16280.000000,16400.000000,12633.126953,18777150
2010-12-02,16560.000000,17180.000000,16500.000000,17180.000000,13233.971680,30608400
2010-12-03,17400.000000,17940.000000,17340.000000,17880.000000,13773.188477,39373850
2010-12-06,17800.000000,17980.000000,17700.000000,17800.000000,13711.562500,16837550
2010-12-07,17740.000000,18420.000000,17700.000000,18020.000000,13881.033203,24906050
2010-12-08,18060.000000,18200.000000,17740.000000,17760.000000,13680.752930,16803250
2010-12-09,17700.000000,18360.000000,17680.000000,18340.000000,14127.532227,29422050
2010-12-10,18300.000000,18380.000000,18140.000000,18380.000000,14158.341797,12757050
2010-12-13,18380.000000,18640.000000,18320.000000,18600.000000,14327.817383,15359300
2010-12-14,18740.000000,18740.000000,18420.000000,18580.000000,14312.407227,22126100
2010-12-15,18500.000000,18500.000000,18200.000000,18320.000000,14112.130859,16449400
2010-12-16,18160.000000,18380.000000,18160.000000,18220.000000,14035.092773,11684200
2010-12-17,18280.000000,18580.000000,18240.000000,18520.000000,14266.189453,17297200
2010-12-20,18340.000000,18640.000000,18280.000000,18640.000000,14358.627930,16911750
2010-12-21,18620.000000,18800.000000,18500.000000,18720.000000,14420.250977,12599300
2010-12-22,18780.000000,19060.000000,18720.000000,18780.000000,14466.473633,16626800
2010-12-23,18720.000000,18760.000000,18500.000000,18720.000000,14420.250977,10985500
2010-12-24,18780.000000,18780.000000,18500.000000,18500.000000,14250.785156,8471650
2010-12-27,18500.000000,18600.000000,18300.000000,18440.000000,14204.561523,10524200
2010-12-28,18560.000000,19000.000000,18520.000000,18760.000000,14451.058594,15650700
2010-12-29,18700.000000,19020.000000,18640.000000,18900.000000,14636.930664,11918900
2010-12-30,18840.000000,19040.000000,18840.000000,18980.000000,14698.881836,9181500
2011-01-03,19100.000000,19320.000000,19000.000000,19160.000000,14838.285156,13241050
2011-01-04,19120.000000,19220.000000,18980.000000,19160.000000,14838.285156,13713100
2011-01-05,19100.000000,19100.000000,18840.000000,18840.000000,14590.461914,16787500
2011-01-06,18840.000000,18980.000000,18460.000000,18600.000000,14404.602539,19360400
2011-01-07,18300.000000,18580.000000,18280.000000,18420.000000,14265.204102,23139800
2011-01-10,18360.000000,18560.000000,18180.000000,18340.000000,14203.246094,18326750
2011-01-11,18340.000000,18440.000000,18160.000000,18260.000000,14141.288086,19550800
2011-01-12,18280.000000,18660.000000,18280.000000,18600.000000,14404.602539,20555800
2011-01-13,18980.000000,18980.000000,18340.000000,18440.000000,14280.683594,28239850
2011-01-14,18560.000000,18680.000000,18300.000000,18660.000000,14451.058594,15382350
2011-01-17,18900.000000,19020.000000,18800.000000,18980.000000,14698.881836,20582100
2011-01-18,19000.000000,19620.000000,18980.000000,19380.000000,15008.665039,29631350
2011-01-19,19580.000000,20000.000000,19320.000000,19940.000000,15442.348633,33343200
2011-01-20,19740.000000,19800.000000,19580.000000,19640.000000,15210.013672,15244400
2011-01-21,19520.000000,19680.000000,19400.000000,19420.000000,15039.636719,16666400
2011-01-24,19360.000000,19660.000000,19320.000000,19420.000000,15039.636719,13609350
2011-01-25,19440.000000,19800.000000,19420.000000,19500.000000,15101.594727,13970550
2011-01-26,19700.000000,19980.000000,19600.000000,19960.000000,15457.832031,13352500
2011-01-27,19900.000000,20040.000000,19820.000000,19880.000000,15395.883789,15367000
2011-01-28,19960.000000,20280.000000,19800.000000,20200.000000,15643.706055,19118950
2011-01-31,20180.000000,20200.000000,19620.000000,19620.000000,15194.529297,21411900
2011-02-01,19640.000000,19900.000000,19580.000000,19660.000000,15225.503906,13468450
2011-02-07,20040.000000,20080.000000,19440.000000,19440.000000,15055.130859,24252200
2011-02-08,19400.000000,19480.000000,19180.000000,19220.000000,14884.750000,30483500
2011-02-09,19460.000000,19460.000000,19020.000000,19200.000000,14869.267578,20984650
2011-02-10,19200.000000,19300.000000,18700.000000,18720.000000,14497.533203,30669300
2011-02-11,18700.000000,18860.000000,18260.000000,18300.000000,14172.264648,26489900
2011-02-14,18560.000000,19100.000000,18500.000000,19060.000000,14760.844727,19565800
2011-02-15,19260.000000,19400.000000,18940.000000,19160.000000,14838.285156,18105800
2011-02-16,19040.000000,19400.000000,18900.000000,18900.000000,14636.930664,15182650
2011-02-17,19060.000000,19260.000000,18860.000000,19080.000000,14776.330078,14348550
2011-02-18,19300.000000,19320.000000,19140.000000,19200.000000,14869.267578,10253850
2011-02-21,19280.000000,19300.000000,18840.000000,18960.000000,14683.393555,13750850
2011-02-22,18780.000000,18960.000000,18680.000000,18760.000000,14528.508789,12181550
2011-02-23,18500.000000,18820.000000,18500.000000,18600.000000,14404.602539,17193000
2011-02-24,18520.000000,18680.000000,18400.000000,18580.000000,14389.105469,18110900
2011-02-25,18560.000000,18660.000000,18460.000000,18520.000000,14342.643555,15181200
2011-02-28,18400.000000,18680.000000,18400.000000,18460.000000,14296.177734,16274800
2011-03-02,18280.000000,18460.000000,18240.000000,18360.000000,14218.730469,16134300
2011-03-03,18380.000000,18540.000000,18320.000000,18460.000000,14296.177734,18074200
2011-03-04,18680.000000,18900.000000,18540.000000,18900.000000,14636.930664,18569150
2011-03-07,18860.000000,18860.000000,18120.000000,18120.000000,14032.869141,31883600
2011-03-08,18220.000000,18240.000000,17880.000000,17980.000000,13924.446289,24905400
2011-03-09,18120.000000,18160.000000,17640.000000,17800.000000,13785.043945,26296300
2011-03-10,17580.000000,17680.000000,17320.000000,17320.000000,13413.316406,41630200
2011-03-11,17220.000000,17520.000000,17200.000000,17240.000000,13351.358398,26884000
2011-03-14,17600.000000,18020.000000,17060.000000,18000.000000,13939.936523,33325000
2011-03-15,18020.000000,18040.000000,17120.000000,17200.000000,13320.377930,36313200
2011-03-16,17700.000000,17900.000000,17440.000000,17720.000000,13723.092773,39939050
2011-03-17,17560.000000,17800.000000,17360.000000,17800.000000,13785.043945,22505200
2011-03-18,17840.000000,17900.000000,17660.000000,17820.000000,13800.541992,19166050
2011-03-21,17820.000000,17980.000000,17680.000000,17800.000000,13785.043945,14473500
2011-03-22,17840.000000,17940.000000,17400.000000,17500.000000,13552.714844,21810300
2011-03-23,17600.000000,17600.000000,17180.000000,17460.000000,13521.735352,25229000
2011-03-24,17600.000000,17760.000000,17480.000000,17600.000000,13630.159180,15392550
2011-03-25,17840.000000,18200.000000,17800.000000,18200.000000,14094.818359,31078100
2011-03-28,18300.000000,18440.000000,18180.000000,18320.000000,14187.753906,15890200
2011-03-29,18140.000000,18320.000000,18000.000000,18320.000000,14187.753906,17204100
2011-03-30,18320.000000,18580.000000,18320.000000,18520.000000,14342.643555,20685150
2011-03-31,18720.000000,18720.000000,18420.000000,18640.000000,14435.577148,26376550
2011-04-01,18720.000000,18800.000000,18540.000000,18800.000000,14559.488281,22471700
2011-04-04,18800.000000,18900.000000,18780.000000,18900.000000,14636.930664,16716750
2011-04-05,18960.000000,18960.000000,18700.000000,18900.000000,14636.930664,11922000
2011-04-06,18800.000000,18840.000000,18300.000000,18460.000000,14296.177734,27471850
2011-04-07,18500.000000,18700.000000,18100.000000,18180.000000,14079.333008,21781250
2011-04-08,18220.000000,18280.000000,17900.000000,17960.000000,13908.963867,25983450
2011-04-11,17960.000000,18140.000000,17760.000000,17880.000000,13847.000977,20582800
2011-04-12,17720.000000,17800.000000,17640.000000,17640.000000,13661.134766,15766950
2011-04-13,17740.000000,18020.000000,17600.000000,18020.000000,13955.422852,16627750
2011-04-14,18000.000000,18000.000000,17680.000000,18000.000000,13939.936523,25265700
2011-04-15,17960.000000,17980.000000,17640.000000,17760.000000,13754.065430,22274750
2011-04-18,17820.000000,17840.000000,17320.000000,17340.000000,13428.801758,27418700
2011-04-19,17060.000000,17500.000000,17060.000000,17500.000000,13552.714844,23078650
2011-04-20,17780.000000,18320.000000,17720.000000,18320.000000,14187.753906,32044250
2011-04-21,18600.000000,18740.000000,18360.000000,18560.000000,14373.619141,27071850
2011-04-22,18480.000000,18540.000000,18040.000000,18080.000000,14001.889648,18825450
2011-04-25,18020.000000,18220.000000,17780.000000,17780.000000,13769.558594,14338950
2011-04-26,17980.000000,17980.000000,17600.000000,17940.000000,13893.463867,19174650
2011-04-27,18340.000000,18540.000000,18220.000000,18480.000000,14311.664063,26379400
2011-04-28,18480.000000,18540.000000,17980.000000,18000.000000,13939.936523,20803400
2011-04-29,18020.000000,18160.000000,17600.000000,17860.000000,13831.511719,21415000
2011-05-02,18200.000000,18740.000000,18080.000000,18640.000000,14435.577148,32544850
2011-05-03,18720.000000,18800.000000,18440.000000,18760.000000,14528.508789,25366500
2011-05-04,18600.000000,18680.000000,18000.000000,18300.000000,14172.264648,25769850
2011-05-06,17980.000000,18280.000000,17900.000000,17980.000000,13924.446289,23637450
2011-05-09,18160.000000,18220.000000,17820.000000,17820.000000,13800.541992,13543350
2011-05-11,17780.000000,17900.000000,17640.000000,17840.000000,13816.024414,22363750
2011-05-12,17720.000000,18020.000000,17660.000000,17700.000000,13707.602539,27616100
2011-05-13,17920.000000,18480.000000,17800.000000,18320.000000,14187.753906,33438000
